news_id,Date,Headline,Source,Market_Event,Sector,query_text,rank,predicted_ticker,final_score,bi_score,cross_score,boost,sentiment_label,sentiment_confidence,sentiment_score,sentiment_adjusted_score
101,2025-06-02,,Seeking Alpha,Inflation Data Release,Utilities,nan | Inflation Data Release | Utilities | Medium | Neutral | DAX,1,03165,0.814617,0.814617,0.0,0.0,neutral,0.884919,0,0.814617
102,2025-06-22,Consumer Discretionary stocks outperform as spending increases,Economic Times,Currency Devaluation,Materials,Consumer Discretionary stocks outperform as spending increases | Currency Devaluation | Materials | Low | Negative | TSX,1,03077,0.813115,0.813115,0.0,0.0,negative,0.789037,-1,0.65272
103,2025-07-07,New IPO for a popular software firm is oversubscribed,Times of India,Corporate Earnings Report,Transportation,New IPO for a popular software firm is oversubscribed | Corporate Earnings Report | Transportation | Medium | Positive | Shanghai Composite,1,03085,0.801026,0.801026,0.0,0.0,negative,0.952246,-1,0.610333
104,2025-07-05,Consumer Discretionary stocks outperform as spending increases,Bloomberg,Cryptocurrency Regulation,Utilities,Consumer Discretionary stocks outperform as spending increases | Cryptocurrency Regulation | Utilities | High | Positive | KOSPI,1,03077,0.815008,0.815008,0.0,0.0,negative,0.789037,-1,0.65424
105,2025-04-03,ASX 200 gains on strong export performance,The Economist,Market Rally,Utilities,ASX 200 gains on strong export performance | Market Rally | Utilities | Low | Negative | Russell 2000,1,03165,0.781825,0.781825,0.0,0.0,positive,0.942392,1,0.966021
106,2025-04-21,Geopolitical ceasefire prompts a broad market recovery,Barron's,Stock Market Crash,Retail,Geopolitical ceasefire prompts a broad market recovery | Stock Market Crash | Retail | Low | Negative | S&P 500,1,03087,0.894509,0.794509,0.0,0.1,neutral,0.720305,0,0.894509
107,2025-03-28,Federal Reserve Chairman's speech causes market volatility,The Hindu Business Line,Regulatory Changes,Energy,Federal Reserve Chairman's speech causes market volatility | Regulatory Changes | Energy | Medium | Negative | CAC 40,1,03077,0.804945,0.804945,0.0,0.0,negative,0.836676,-1,0.636575
108,2025-02-24,Banking stocks dip after a major scandal is revealed,The Motley Fool,Market Rally,Technology,Banking stocks dip after a major scandal is revealed | Market Rally | Technology | High | Neutral | IBOVESPA,1,02800,0.796965,0.796965,0.0,0.0,negative,0.942514,-1,0.609177
109,2025-05-28,UK's FTSE 100 sees a boost from favorable trade data,Mint,Interest Rate Change,Transportation,UK's FTSE 100 sees a boost from favorable trade data | Interest Rate Change | Transportation | Medium | Positive | S&P 500,1,03165,0.882745,0.782745,0.0,0.1,positive,0.94704,1,1.091744
110,2025-07-30,E-commerce earnings report beats all analyst expectations,Economic Times,Consumer Confidence Report,Media & Entertainment,E-commerce earnings report beats all analyst expectations | Consumer Confidence Report | Media & Entertainment | Low | Neutral | TSX,1,03165,0.78724,0.78724,0.0,0.0,positive,0.681342,1,0.921335
111,2025-04-16,Massive stock buyback program announced by a consumer goods company,Seeking Alpha,Trade Tariffs Announcement,Agriculture,Massive stock buyback program announced by a consumer goods company | Trade Tariffs Announcement | Agriculture | Medium | Negative | CAC 40,1,03169,0.813922,0.813922,0.0,0.0,neutral,0.685082,0,0.813922
112,2025-05-02,Crude oil prices drop to a multi-year low,Financial Times,Supply Chain Disruption,Agriculture,Crude oil prices drop to a multi-year low | Supply Chain Disruption | Agriculture | Low | Positive | TSX,1,03175,1.011259,0.811259,0.0,0.2,negative,0.962729,-1,0.767867
113,2025-02-02,Massive stock buyback program announced by a consumer goods company,Wall Street Journal,Consumer Confidence Report,Media & Entertainment,Massive stock buyback program announced by a consumer goods company | Consumer Confidence Report | Media & Entertainment | Low | BSE Sensex,1,03165,0.813033,0.813033,0.0,0.0,neutral,0.685082,0,0.813033
114,2025-07-04,Manufacturing PMI data signals economic expansion,Yahoo Finance,Trade Tariffs Announcement,Construction,Manufacturing PMI data signals economic expansion | Trade Tariffs Announcement | Construction | Medium | Neutral | IBOVESPA,1,03165,0.80468,0.80468,0.0,0.0,positive,0.831785,1,0.97201
115,2025-03-18,E-commerce earnings report beats all analyst expectations,Times of India,Commodity Price Shock,Materials,E-commerce earnings report beats all analyst expectations | Commodity Price Shock | Materials | High | Negative | S&P 500,1,03175,0.983416,0.783416,0.0,0.2,positive,0.681342,1,1.150927
116,2025-03-30,Supply chain issues impact manufacturing sector earnings,Seeking Alpha,Supply Chain Disruption,Materials,Supply chain issues impact manufacturing sector earnings | Supply Chain Disruption | Materials | Medium | KOSPI,1,03486,0.817544,0.817544,0.0,0.0,negative,0.681805,-1,0.678193
117,2025-02-22,Supply chain issues impact manufacturing sector earnings,CNBC,Major Merger/Acquisition,Technology,Supply chain issues impact manufacturing sector earnings | Major Merger/Acquisition | Technology | Medium | Negative | Euro Stoxx 50,1,03486,0.811321,0.811321,0.0,0.0,negative,0.681805,-1,0.67303
118,2025-02-13,Massive stock buyback program announced by a consumer goods company,Economic Times,Unemployment Rate Announcement,Utilities,Massive stock buyback program announced by a consumer goods company | Unemployment Rate Announcement | Utilities | High | Neutral | Nikkei 225,1,03179,0.826423,0.826423,0.0,0.0,neutral,0.685082,0,0.826423
119,2025-02-15,Government spending bill is expected to stimulate the economy,MarketWatch,Market Rally,Construction,Government spending bill is expected to stimulate the economy | Market Rally | Construction | High | Neutral | KOSPI,1,03077,0.805194,0.805194,0.0,0.0,positive,0.913673,1,0.989115
120,2025-02-27,Market braces for a major policy announcement from the EU,MarketWatch,Commodity Price Shock,Construction,Market braces for a major policy announcement from the EU | Commodity Price Shock | Construction | Low | Positive | Nikkei 225,1,03081,1.006589,0.806589,0.0,0.2,neutral,0.55384,0,1.006589
121,2025-04-15,Tech Giant's New Product Launch Sparks Sector-Wide Gains,Financial Times,Interest Rate Change,Utilities,Tech Giant's New Product Launch Sparks Sector-Wide Gains | Interest Rate Change | Utilities | Low | Neutral | Shanghai Composite,1,03477,0.900236,0.800236,0.0,0.1,positive,0.870487,1,1.096147
122,2025-07-01,Tech Giant's New Product Launch Sparks Sector-Wide Gains,Business Standard,Government Policy Announcement,Materials,Tech Giant's New Product Launch Sparks Sector-Wide Gains | Government Policy Announcement | Materials | High | Positive | S&P 500,1,03477,0.77989,0.77989,0.0,0.0,positive,0.870487,1,0.949611
123,2025-04-04,Supply chain issues impact manufacturing sector earnings,Seeking Alpha,Unemployment Rate Announcement,Healthcare,Supply chain issues impact manufacturing sector earnings | Unemployment Rate Announcement | Healthcare | Low | Negative | BSE Sensex,1,02836,0.813732,0.813732,0.0,0.0,negative,0.681805,-1,0.67503
124,2025-06-29,Gold prices surge as investors flee riskier assets,Business Standard,Central Bank Meeting,Industrials,Gold prices surge as investors flee riskier assets | Central Bank Meeting | Industrials | Low | Neutral | FTSE 100,1,02840,0.822019,0.822019,0.0,0.0,negative,0.720289,-1,0.673996
125,2025-05-24,Central bank maintains status quo on interest rates,CNBC,Bond Market Fluctuation,Healthcare,Central bank maintains status quo on interest rates | Bond Market Fluctuation | Healthcare | Medium | Negative | Russell 2000,1,03077,0.913909,0.813909,0.0,0.1,neutral,0.917198,0,0.913909
126,2025-06-20,A massive data breach sends a tech company's stock tumbling,Financial Times,Trade Tariffs Announcement,Media & Entertainment,A massive data breach sends a tech company's stock tumbling | Trade Tariffs Announcement | Media & Entertainment | Low | Neutral | S&P/TSX Composite,1,03169,0.806483,0.806483,0.0,0.0,negative,0.890495,-1,0.626941
127,2025-03-25,Energy company's dividend hike excites shareholders,Seeking Alpha,Government Policy Announcement,Healthcare,Energy company's dividend hike excites shareholders | Government Policy Announcement | Healthcare | Low | Neutral | Shanghai Composite,1,02809,0.794279,0.794279,0.0,0.0,positive,0.553236,1,0.904135
128,2025-06-13,,CNBC,Trade Tariffs Announcement,Automotive,nan | Trade Tariffs Announcement | Automotive | Low | Neutral | Euro Stoxx 50,1,03165,0.809334,0.809334,0.0,0.0,neutral,0.9095,0,0.809334
129,2025-05-10,"Global trade talks collapse, causing market turmoil",The Motley Fool,Major Merger/Acquisition,Energy,"Global trade talks collapse, causing market turmoil | Major Merger/Acquisition | Energy | Low | Negative | S&P 500",1,02840,0.90303,0.80303,0.0,0.1,negative,0.926468,-1,0.693873
130,2025-02-06,Unexpected rise in unemployment fuels market pessimism,The Economist,Supply Chain Disruption,Aerospace & Defense,Unexpected rise in unemployment fuels market pessimism | Supply Chain Disruption | Aerospace & Defense | High | Russell 2000,1,03175,0.790101,0.790101,0.0,0.0,negative,0.913377,-1,0.609686
131,2025-05-10,Merger talks between two banks fall through,Wall Street Journal,Trade Tariffs Announcement,Agriculture,Merger talks between two banks fall through | Trade Tariffs Announcement | Agriculture | Medium | Positive | FTSE 100,1,03070,0.780242,0.780242,0.0,0.0,negative,0.95868,-1,0.593241
132,2025-08-03,Bond yields tumble as investors seek safe havens,Financial Times,Regulatory Changes,Real Estate,Bond yields tumble as investors seek safe havens | Regulatory Changes | Real Estate | Low | Negative | Hang Seng,1,02800,0.826557,0.826557,0.0,0.0,negative,0.953942,-1,0.629435
133,2025-07-28,Pharmaceutical company's drug approval drives stock upward,Seeking Alpha,Stock Market Crash,Automotive,Pharmaceutical company's drug approval drives stock upward | Stock Market Crash | Automotive | Low | Neutral | BSE Sensex,1,03069,0.796837,0.796837,0.0,0.0,negative,0.662693,-1,0.664822
134,2025-05-22,Bond yields tumble as investors seek safe havens,Bloomberg,Major Merger/Acquisition,Finance,Bond yields tumble as investors seek safe havens | Major Merger/Acquisition | Finance | Medium | Negative | S&P/TSX Composite,1,03039,0.817474,0.817474,0.0,0.0,negative,0.953942,-1,0.622518
135,2025-04-20,Nikkei 225 index benefits from a weaker yen,CNBC,Bond Market Fluctuation,Agriculture,Nikkei 225 index benefits from a weaker yen | Bond Market Fluctuation | Agriculture | Medium | Neutral | Dow Jones,1,03165,0.826748,0.826748,0.0,0.0,negative,0.845792,-1,0.651934
136,2025-07-27,Tech Giant's New Product Launch Sparks Sector-Wide Gains,Bloomberg,Trade Tariffs Announcement,Agriculture,Tech Giant's New Product Launch Sparks Sector-Wide Gains | Trade Tariffs Announcement | Agriculture | Medium | Negative | IBOVESPA,1,03169,0.797162,0.797162,0.0,0.0,positive,0.870487,1,0.970642
137,2025-04-10,A massive data breach sends a tech company's stock tumbling,MarketWatch,Stock Market Crash,Consumer Goods,A massive data breach sends a tech company's stock tumbling | Stock Market Crash | Consumer Goods | Medium | Positive | Euro Stoxx 50,1,03032,0.810709,0.810709,0.0,0.0,negative,0.890495,-1,0.630226
138,2025-05-01,Central bank maintains status quo on interest rates,The Hindu Business Line,Supply Chain Disruption,Agriculture,Central bank maintains status quo on interest rates | Supply Chain Disruption | Agriculture | Medium | Negative | Euro Stoxx 50,1,03077,0.900228,0.800228,0.0,0.1,neutral,0.917198,0,0.900228
139,2025-08-08,Manufacturing PMI data signals economic expansion,Times of India,Inflation Data Release,Industrials,Manufacturing PMI data signals economic expansion | Inflation Data Release | Industrials | Medium | Euro Stoxx 50,1,03165,0.806617,0.806617,0.0,0.0,positive,0.831786,1,0.97435
140,2025-06-16,Financial services stocks rally on strong profit margins,The Economist,Major Merger/Acquisition,Industrials,Financial services stocks rally on strong profit margins | Major Merger/Acquisition | Industrials | High | Negative | S&P 500,1,02835,0.789595,0.789595,0.0,0.0,positive,0.883444,1,0.963986
141,2025-02-23,Geopolitical ceasefire prompts a broad market recovery,Business Standard,Central Bank Meeting,Consumer Goods,Geopolitical ceasefire prompts a broad market recovery | Central Bank Meeting | Consumer Goods | High | Negative | CAC 40,1,03004,0.893759,0.793759,0.0,0.1,neutral,0.720306,0,0.893759
142,2025-03-19,Market sentiment turns positive on vaccine trial results,Barron's,IPO Launch,Pharmaceuticals,Market sentiment turns positive on vaccine trial results | IPO Launch | Pharmaceuticals | High | Neutral | IBOVESPA,1,03428,0.796411,0.796411,0.0,0.0,positive,0.937714,1,0.983112
143,2025-03-25,Central Bank's dovish tone hints at future rate cuts,Wall Street Journal,Market Rally,Healthcare,Central Bank's dovish tone hints at future rate cuts | Market Rally | Healthcare | Low | Positive | Nasdaq Composite,1,03077,0.893729,0.793729,0.0,0.1,negative,0.433879,-1,0.796786
144,2025-06-18,New housing data release shows a slowdown in market activity,The Economist,Central Bank Meeting,Telecommunications,New housing data release shows a slowdown in market activity | Central Bank Meeting | Telecommunications | High | Negative | Shanghai Composite,1,02800,0.798794,0.798794,0.0,0.0,negative,0.970689,-1,0.604949
145,2025-08-04,New housing data release shows a slowdown in market activity,Investopedia,Inflation Data Release,Construction,New housing data release shows a slowdown in market activity | Inflation Data Release | Construction | Low | Negative | Shanghai Composite,1,03077,0.804267,0.804267,0.0,0.0,negative,0.970689,-1,0.609094
146,2025-07-08,Real Estate sector shows signs of overheating as interest rates fall,Financial Times,Consumer Confidence Report,Healthcare,Real Estate sector shows signs of overheating as interest rates fall | Consumer Confidence Report | Healthcare | Low | Neutral | ASX 200,1,02800,0.907511,0.807511,0.0,0.1,negative,0.96423,-1,0.688749
147,2025-06-24,ASX 200 gains on strong export performance,Economic Times,Corporate Earnings Report,Industrials,ASX 200 gains on strong export performance | Corporate Earnings Report | Industrials | Medium | Neutral | Dow Jones,1,03165,0.800808,0.800808,0.0,0.0,positive,0.942392,1,0.989477
148,2025-02-11,Federal Reserve Chairman's speech causes market volatility,The Economist,Inflation Data Release,Agriculture,Federal Reserve Chairman's speech causes market volatility | Inflation Data Release | Agriculture | High | Negative | TSX,1,02840,0.809496,0.809496,0.0,0.0,negative,0.836676,-1,0.640174
