news_id,Date,Headline,Source,Market_Event,Sector,query_text,rank,predicted_ticker,final_score,bi_score,cross_score,boost,sentiment_label,sentiment_confidence,sentiment_score,sentiment_adjusted_score
34,2025-03-22,China's Shanghai Composite falls after new trade restrictions,The Economist,Economic Data Release,Utilities,China's Shanghai Composite falls after new trade restrictions | Economic Data Release | Utilities | Low | Positive | Nikkei 225,3,03024,0.906197,0.806197,0.0,0.1,negative,0.949947,-1,0.690987
35,2025-05-02,Healthcare stocks gain on robust demand and strong outlook,Yahoo Finance,Unemployment Rate Announcement,Industrials,Healthcare stocks gain on robust demand and strong outlook | Unemployment Rate Announcement | Industrials | Low | Positive | S&P 500,1,03186,0.775092,0.775092,0.0,0.0,positive,0.944635,1,0.958137
35,2025-05-02,Healthcare stocks gain on robust demand and strong outlook,Yahoo Finance,Unemployment Rate Announcement,Industrials,Healthcare stocks gain on robust demand and strong outlook | Unemployment Rate Announcement | Industrials | Low | Positive | S&P 500,2,03069,0.770368,0.770368,0.0,0.0,positive,0.944635,1,0.952297
35,2025-05-02,Healthcare stocks gain on robust demand and strong outlook,Yahoo Finance,Unemployment Rate Announcement,Industrials,Healthcare stocks gain on robust demand and strong outlook | Unemployment Rate Announcement | Industrials | Low | Positive | S&P 500,3,03165,0.770282,0.770282,0.0,0.0,positive,0.944635,1,0.952191
36,2025-05-09,Retail sales report surpasses all forecasts,Forbes,Unemployment Rate Announcement,Agriculture,Retail sales report surpasses all forecasts | Unemployment Rate Announcement | Agriculture | Low | Neutral | FTSE 100,1,03165,0.785122,0.785122,0.0,0.0,positive,0.873907,1,0.956653
36,2025-05-09,Retail sales report surpasses all forecasts,Forbes,Unemployment Rate Announcement,Agriculture,Retail sales report surpasses all forecasts | Unemployment Rate Announcement | Agriculture | Low | Neutral | FTSE 100,2,03175,0.776116,0.776116,0.0,0.0,positive,0.873907,1,0.945679
36,2025-05-09,Retail sales report surpasses all forecasts,Forbes,Unemployment Rate Announcement,Agriculture,Retail sales report surpasses all forecasts | Unemployment Rate Announcement | Agriculture | Low | Neutral | FTSE 100,3,03032,0.775836,0.775836,0.0,0.0,positive,0.873907,1,0.945338
37,2025-06-25,Government spending bill is expected to stimulate the economy,Forbes,Commodity Price Shock,Pharmaceuticals,Government spending bill is expected to stimulate the economy | Commodity Price Shock | Pharmaceuticals | Low | Negative | S&P/TSX Composite,1,03081,0.989264,0.789264,0.0,0.2,positive,0.913673,1,1.21523
37,2025-06-25,Government spending bill is expected to stimulate the economy,Forbes,Commodity Price Shock,Pharmaceuticals,Government spending bill is expected to stimulate the economy | Commodity Price Shock | Pharmaceuticals | Low | Negative | S&P/TSX Composite,2,03077,0.902876,0.802876,0.0,0.1,positive,0.913673,1,1.109109
37,2025-06-25,Government spending bill is expected to stimulate the economy,Forbes,Commodity Price Shock,Pharmaceuticals,Government spending bill is expected to stimulate the economy | Commodity Price Shock | Pharmaceuticals | Low | Negative | S&P/TSX Composite,3,03411,0.897013,0.797013,0.0,0.1,positive,0.913673,1,1.101907
38,2025-06-13,Bond yields tumble as investors seek safe havens,Forbes,Stock Market Crash,Aerospace & Defense,Bond yields tumble as investors seek safe havens | Stock Market Crash | Aerospace & Defense | High | NSE Nifty,1,03077,0.822478,0.822478,0.0,0.0,negative,0.953942,-1,0.626329
38,2025-06-13,Bond yields tumble as investors seek safe havens,Forbes,Stock Market Crash,Aerospace & Defense,Bond yields tumble as investors seek safe havens | Stock Market Crash | Aerospace & Defense | High | NSE Nifty,2,03031,0.816603,0.816603,0.0,0.0,negative,0.953942,-1,0.621855
38,2025-06-13,Bond yields tumble as investors seek safe havens,Forbes,Stock Market Crash,Aerospace & Defense,Bond yields tumble as investors seek safe havens | Stock Market Crash | Aerospace & Defense | High | NSE Nifty,3,03039,0.81391,0.81391,0.0,0.0,negative,0.953942,-1,0.619804
39,2025-07-13,Government spending bill is expected to stimulate the economy,Financial Times,Cryptocurrency Regulation,Agriculture,Government spending bill is expected to stimulate the economy | Cryptocurrency Regulation | Agriculture | Low | Negative | CAC 40,1,03077,0.823589,0.823589,0.0,0.0,positive,0.913673,1,1.011712
39,2025-07-13,Government spending bill is expected to stimulate the economy,Financial Times,Cryptocurrency Regulation,Agriculture,Government spending bill is expected to stimulate the economy | Cryptocurrency Regulation | Agriculture | Low | Negative | CAC 40,2,03411,0.815013,0.815013,0.0,0.0,positive,0.913673,1,1.001177
39,2025-07-13,Government spending bill is expected to stimulate the economy,Financial Times,Cryptocurrency Regulation,Agriculture,Government spending bill is expected to stimulate the economy | Cryptocurrency Regulation | Agriculture | Low | Negative | CAC 40,3,03457,0.805827,0.805827,0.0,0.0,positive,0.913673,1,0.989893
40,2025-02-24,Financial sector bracing for new capital requirements,The Economist,Cryptocurrency Regulation,Industrials,Financial sector bracing for new capital requirements | Cryptocurrency Regulation | Industrials | Medium | Euro Stoxx 50,1,03077,0.824536,0.824536,0.0,0.0,negative,0.87031,-1,0.645135
40,2025-02-24,Financial sector bracing for new capital requirements,The Economist,Cryptocurrency Regulation,Industrials,Financial sector bracing for new capital requirements | Cryptocurrency Regulation | Industrials | Medium | Euro Stoxx 50,2,03056,0.816712,0.816712,0.0,0.0,negative,0.87031,-1,0.639014
40,2025-02-24,Financial sector bracing for new capital requirements,The Economist,Cryptocurrency Regulation,Industrials,Financial sector bracing for new capital requirements | Cryptocurrency Regulation | Industrials | Medium | Euro Stoxx 50,3,03112,0.815876,0.815876,0.0,0.0,negative,0.87031,-1,0.63836
41,2025-05-02,Financial services stocks rally on strong profit margins,Investopedia,Cryptocurrency Regulation,Materials,Financial services stocks rally on strong profit margins | Cryptocurrency Regulation | Materials | High | Negative | Hang Seng,1,02800,0.820999,0.820999,0.0,0.0,positive,0.883444,1,1.002326
41,2025-05-02,Financial services stocks rally on strong profit margins,Investopedia,Cryptocurrency Regulation,Materials,Financial services stocks rally on strong profit margins | Cryptocurrency Regulation | Materials | High | Negative | Hang Seng,2,03067,0.816357,0.816357,0.0,0.0,positive,0.883444,1,0.996658
41,2025-05-02,Financial services stocks rally on strong profit margins,Investopedia,Cryptocurrency Regulation,Materials,Financial services stocks rally on strong profit margins | Cryptocurrency Regulation | Materials | High | Negative | Hang Seng,3,03032,0.813973,0.813973,0.0,0.0,positive,0.883444,1,0.993748
42,2025-05-15,Government subsidy program gives a lift to the agriculture sector,Bloomberg,Central Bank Meeting,Agriculture,Government subsidy program gives a lift to the agriculture sector | Central Bank Meeting | Agriculture | Low | Positive | Nikkei 225,1,02821,0.78233,0.78233,0.0,0.0,positive,0.917761,1,0.961828
42,2025-05-15,Government subsidy program gives a lift to the agriculture sector,Bloomberg,Central Bank Meeting,Agriculture,Government subsidy program gives a lift to the agriculture sector | Central Bank Meeting | Agriculture | Low | Positive | Nikkei 225,2,03077,0.78212,0.78212,0.0,0.0,positive,0.917761,1,0.96157
42,2025-05-15,Government subsidy program gives a lift to the agriculture sector,Bloomberg,Central Bank Meeting,Agriculture,Government subsidy program gives a lift to the agriculture sector | Central Bank Meeting | Agriculture | Low | Positive | Nikkei 225,3,03153,0.779337,0.779337,0.0,0.0,positive,0.917761,1,0.958148
43,2025-06-09,Federal Reserve Chairman's speech causes market volatility,Reuters,Consumer Confidence Report,Transportation,Federal Reserve Chairman's speech causes market volatility | Consumer Confidence Report | Transportation | Low | Positive | TSX,1,03077,0.804083,0.804083,0.0,0.0,negative,0.836676,-1,0.635894
43,2025-06-09,Federal Reserve Chairman's speech causes market volatility,Reuters,Consumer Confidence Report,Transportation,Federal Reserve Chairman's speech causes market volatility | Consumer Confidence Report | Transportation | Low | Positive | TSX,2,03411,0.803594,0.803594,0.0,0.0,negative,0.836676,-1,0.635507
43,2025-06-09,Federal Reserve Chairman's speech causes market volatility,Reuters,Consumer Confidence Report,Transportation,Federal Reserve Chairman's speech causes market volatility | Consumer Confidence Report | Transportation | Low | Positive | TSX,3,03165,0.802731,0.802731,0.0,0.0,negative,0.836676,-1,0.634825
44,2025-07-20,Gold prices surge as investors flee riskier assets,Seeking Alpha,Government Policy Announcement,Telecommunications,Gold prices surge as investors flee riskier assets | Government Policy Announcement | Telecommunications | Medium | Positive | KOSPI,1,02840,0.831462,0.831462,0.0,0.0,negative,0.720289,-1,0.681739
44,2025-07-20,Gold prices surge as investors flee riskier assets,Seeking Alpha,Government Policy Announcement,Telecommunications,Gold prices surge as investors flee riskier assets | Government Policy Announcement | Telecommunications | Medium | Positive | KOSPI,2,03081,0.831406,0.831406,0.0,0.0,negative,0.720289,-1,0.681693
44,2025-07-20,Gold prices surge as investors flee riskier assets,Seeking Alpha,Government Policy Announcement,Telecommunications,Gold prices surge as investors flee riskier assets | Government Policy Announcement | Telecommunications | Medium | Positive | KOSPI,3,03077,0.820144,0.820144,0.0,0.0,negative,0.720289,-1,0.672459
45,2025-04-05,Real Estate sector shows signs of overheating as interest rates fall,Business Standard,Geopolitical Event,Agriculture,Real Estate sector shows signs of overheating as interest rates fall | Geopolitical Event | Agriculture | Low | Neutral | ASX 200,1,02840,0.912572,0.812572,0.0,0.1,negative,0.96423,-1,0.69259
45,2025-04-05,Real Estate sector shows signs of overheating as interest rates fall,Business Standard,Geopolitical Event,Agriculture,Real Estate sector shows signs of overheating as interest rates fall | Geopolitical Event | Agriculture | Low | Neutral | ASX 200,2,03175,0.910819,0.810819,0.0,0.1,negative,0.96423,-1,0.691259
45,2025-04-05,Real Estate sector shows signs of overheating as interest rates fall,Business Standard,Geopolitical Event,Agriculture,Real Estate sector shows signs of overheating as interest rates fall | Geopolitical Event | Agriculture | Low | Neutral | ASX 200,3,02800,0.910397,0.810397,0.0,0.1,negative,0.96423,-1,0.690939
46,2025-07-01,Semiconductor shortages weigh heavily on tech sector profits,Business Standard,Major Merger/Acquisition,Real Estate,Semiconductor shortages weigh heavily on tech sector profits | Major Merger/Acquisition | Real Estate | High | Positive | S&P 500,1,03486,0.903122,0.803122,0.0,0.1,negative,0.942673,-1,0.690285
46,2025-07-01,Semiconductor shortages weigh heavily on tech sector profits,Business Standard,Major Merger/Acquisition,Real Estate,Semiconductor shortages weigh heavily on tech sector profits | Major Merger/Acquisition | Real Estate | High | Positive | S&P 500,2,03032,0.889914,0.789914,0.0,0.1,negative,0.942673,-1,0.68019
46,2025-07-01,Semiconductor shortages weigh heavily on tech sector profits,Business Standard,Major Merger/Acquisition,Real Estate,Semiconductor shortages weigh heavily on tech sector profits | Major Merger/Acquisition | Real Estate | High | Positive | S&P 500,3,03406,0.889308,0.789308,0.0,0.1,negative,0.942673,-1,0.679726
47,2025-03-21,Semiconductor shortages weigh heavily on tech sector profits,Mint,Economic Data Release,Utilities,Semiconductor shortages weigh heavily on tech sector profits | Economic Data Release | Utilities | Low | Neutral | FTSE 100,1,03486,0.908219,0.808219,0.0,0.1,negative,0.942673,-1,0.694181
47,2025-03-21,Semiconductor shortages weigh heavily on tech sector profits,Mint,Economic Data Release,Utilities,Semiconductor shortages weigh heavily on tech sector profits | Economic Data Release | Utilities | Low | Neutral | FTSE 100,2,03032,0.900959,0.800959,0.0,0.1,negative,0.942673,-1,0.688632
47,2025-03-21,Semiconductor shortages weigh heavily on tech sector profits,Mint,Economic Data Release,Utilities,Semiconductor shortages weigh heavily on tech sector profits | Economic Data Release | Utilities | Low | Neutral | FTSE 100,3,03169,0.894419,0.794419,0.0,0.1,negative,0.942673,-1,0.683633
48,2025-05-07,Gold prices surge as investors flee riskier assets,The Economist,Trade Tariffs Announcement,Media & Entertainment,Gold prices surge as investors flee riskier assets | Trade Tariffs Announcement | Media & Entertainment | Medium | Neutral | IBOVESPA,1,02840,0.82692,0.82692,0.0,0.0,negative,0.720289,-1,0.678015
48,2025-05-07,Gold prices surge as investors flee riskier assets,The Economist,Trade Tariffs Announcement,Media & Entertainment,Gold prices surge as investors flee riskier assets | Trade Tariffs Announcement | Media & Entertainment | Medium | Neutral | IBOVESPA,2,03081,0.826592,0.826592,0.0,0.0,negative,0.720289,-1,0.677746
48,2025-05-07,Gold prices surge as investors flee riskier assets,The Economist,Trade Tariffs Announcement,Media & Entertainment,Gold prices surge as investors flee riskier assets | Trade Tariffs Announcement | Media & Entertainment | Medium | Neutral | IBOVESPA,3,03077,0.815059,0.815059,0.0,0.0,negative,0.720289,-1,0.668289
49,2025-02-14,Government subsidy program gives a lift to the agriculture sector,Mint,Corporate Earnings Report,Healthcare,Government subsidy program gives a lift to the agriculture sector | Corporate Earnings Report | Healthcare | Medium | Neutral | S&P/TSX Composite,1,03165,0.788426,0.788426,0.0,0.0,positive,0.917761,1,0.969323
49,2025-02-14,Government subsidy program gives a lift to the agriculture sector,Mint,Corporate Earnings Report,Healthcare,Government subsidy program gives a lift to the agriculture sector | Corporate Earnings Report | Healthcare | Medium | Neutral | S&P/TSX Composite,2,03081,0.779555,0.779555,0.0,0.0,positive,0.917761,1,0.958416
49,2025-02-14,Government subsidy program gives a lift to the agriculture sector,Mint,Corporate Earnings Report,Healthcare,Government subsidy program gives a lift to the agriculture sector | Corporate Earnings Report | Healthcare | Medium | Neutral | S&P/TSX Composite,3,03069,0.776887,0.776887,0.0,0.0,positive,0.917761,1,0.955136
50,2025-04-27,,Wall Street Journal,Market Rally,Automotive,nan | Market Rally | Automotive | High | Negative | BSE Sensex,1,03165,0.796518,0.796518,0.0,0.0,neutral,0.524371,0,0.796518
